"categoria","centroide_lat","centroide_lon","departamento_id","departamento_nombre","fuente","id","localidad_censal_id","localidad_censal_nombre","municipio_id","municipio_nombre","nombre","provincia_id","provincia_nombre"
"Entidad",-38.7492722104635,-62.1908892770901,"06056","Bahía Blanca","INDEC","0605601002","06056010","Bahía Blanca","060056","Bahía Blanca","Grünbein","06","Buenos Aires"
"Entidad",-38.7794923647948,-62.2655806941397,"06056","Bahía Blanca","INDEC","0605601003","06056010","Bahía Blanca","060056","Bahía Blanca","Ingeniero White","06","Buenos Aires"
"Entidad",-38.693558630756,-62.3350174250385,"06056","Bahía Blanca","INDEC","0605601004","06056010","Bahía Blanca","060056","Bahía Blanca","Villa Bordeau","06","Buenos Aires"
"Entidad",-38.7414156242007,-62.1713754950049,"06056","Bahía Blanca","INDEC","0605601005","06056010","Bahía Blanca","060056","Bahía Blanca","Villa Espora","06","Buenos Aires"
"Entidad",-34.7630163121184,-58.2121691523322,"06091","Berazategui","INDEC","0609101001","06091010","Berazategui","060091","Berazategui","Berazategui","06","Buenos Aires"
"Entidad",-34.7770033567074,-58.2388864838825,"06091","Berazategui","INDEC","0609101002","06091010","Berazategui","060091","Berazategui","Berazategui Oeste","06","Buenos Aires"
"Entidad",-34.8062523505149,-58.2153884798708,"06091","Berazategui","INDEC","0609101003","06091010","Berazategui","060091","Berazategui","Carlos Tomás Sourigues","06","Buenos Aires"
"Entidad",-34.8848301020853,-58.1738517384337,"06091","Berazategui","INDEC","0609101004","06091010","Berazategui","060091","Berazategui","El Pato","06","Buenos Aires"
"Entidad",-34.7918465006493,-58.1516189728872,"06091","Berazategui","INDEC","0609101005","06091010","Berazategui","060091","Berazategui","Guillermo Enrique Hudson","06","Buenos Aires"
"Entidad",-34.8339094499703,-58.1838076894883,"06091","Berazategui","INDEC","0609101006","06091010","Berazategui","060091","Berazategui","Juan María Gutiérrez","06","Buenos Aires"
"Entidad",-34.8361790912767,-58.0942893323644,"06091","Berazategui","INDEC","0609101007","06091010","Berazategui","060091","Berazategui","Pereyra","06","Buenos Aires"
"Entidad",-34.7818075686994,-58.1701856172611,"06091","Berazategui","INDEC","0609101008","06091010","Berazategui","060091","Berazategui","Plátanos","06","Buenos Aires"
"Entidad",-34.7877872381146,-58.203185368401,"06091","Berazategui","INDEC","0609101009","06091010","Berazategui","060091","Berazategui","Ranelagh","06","Buenos Aires"
"Entidad",-34.7754718758991,-58.1994415833972,"06091","Berazategui","INDEC","0609101010","06091010","Berazategui","060091","Berazategui","Villa España","06","Buenos Aires"
"Entidad",-34.8742950475612,-57.8547261229371,"06098","Berisso","INDEC","0609801001","06098010","Berisso","060098","Berisso","Barrio Banco Provincia","06","Buenos Aires"
"Entidad",-34.9302812245063,-57.8853110232107,"06098","Berisso","INDEC","0609801002","06098010","Berisso","060098","Berisso","Barrio El Carmen Este","06","Buenos Aires"
"Entidad",-34.9023475254739,-57.9248290975673,"06098","Berisso","INDEC","0609801003","06098010","Berisso","060098","Berisso","Barrio Universitario","06","Buenos Aires"
"Entidad",-34.8702937888262,-57.8833253506658,"06098","Berisso","INDEC","0609801004","06098010","Berisso","060098","Berisso","Berisso","06","Buenos Aires"
"Entidad",-34.9110238385634,-57.7842688411965,"06098","Berisso","INDEC","0609801005","06098010","Berisso","060098","Berisso","Los Talas","06","Buenos Aires"
"Entidad",-34.9069331564209,-57.9163481974945,"06098","Berisso","INDEC","0609801006","06098010","Berisso","060098","Berisso","Villa Argüello","06","Buenos Aires"
"Entidad",-34.8787305631142,-57.8673760512396,"06098","Berisso","INDEC","0609801007","06098010","Berisso","060098","Berisso","Villa Dolores","06","Buenos Aires"
"Entidad",-34.8821680150728,-57.8595091999308,"06098","Berisso","INDEC","0609801008","06098010","Berisso","060098","Berisso","Villa Independencia","06","Buenos Aires"
"Entidad",-34.8952719649896,-57.9074962230535,"06098","Berisso","INDEC","0609801009","06098010","Berisso","060098","Berisso","Villa Nueva","06","Buenos Aires"
"Entidad",-34.887154968699,-57.8980863322648,"06098","Berisso","INDEC","0609801010","06098010","Berisso","060098","Berisso","Villa Porteña","06","Buenos Aires"
"Entidad",-34.9240533019987,-57.8998852278413,"06098","Berisso","INDEC","0609801011","06098010","Berisso","060098","Berisso","Villa Progreso","06","Buenos Aires"
"Entidad",-34.8769713556362,-57.8743971198173,"06098","Berisso","INDEC","0609801012","06098010","Berisso","060098","Berisso","Villa San Carlos","06","Buenos Aires"
"Entidad",-34.8829755565619,-57.8447163179186,"06098","Berisso","INDEC","0609801013","06098010","Berisso","060098","Berisso","Villa Zula","06","Buenos Aires"
"Entidad",-34.8989943366438,-58.6513763039299,"06134","Cañuelas","INDEC","0613405001","","","060134","Cañuelas","Barrio Belgrano","06","Buenos Aires"
"Entidad",-34.9394203151582,-58.6160315648167,"06134","Cañuelas","INDEC","0613405002","","","060134","Cañuelas","Máximo Paz","06","Buenos Aires"
"Entidad",-38.8781733532983,-62.0794804613607,"06182","Coronel de Marina Leonardo Rosales","INDEC","0618203001","06182030","Punta Alta","060182","Coronel de Marina Leonardo Rosales","Punta Alta","06","Buenos Aires"
"Entidad",-38.8543891102131,-62.116520630945,"06182","Coronel de Marina Leonardo Rosales","INDEC","0618203002","06182030","Punta Alta","060182","Coronel de Marina Leonardo Rosales","Villa del Mar","06","Buenos Aires"
"Entidad",-35.5742063770635,-58.011281450951,"06218","Chascomús","INDEC","0621801001","06218010","Chascomús","060218","Chascomús","Chascomús","06","Buenos Aires"
"Entidad",-35.5353900516083,-58.0139947303222,"06218","Chascomús","INDEC","0621801003","06218010","Chascomús","060218","Chascomús","Barrio San Cayetano","06","Buenos Aires"
"Entidad",-34.8947877637158,-57.934267255707,"06245","Ensenada","INDEC","0624501001","06245010","Ensenada","060245","Ensenada","Dique N° 1","06","Buenos Aires"
"Entidad",-34.8624180059336,-57.9089420661935,"06245","Ensenada","INDEC","0624501002","06245010","Ensenada","060245","Ensenada","Ensenada","06","Buenos Aires"
"Entidad",-34.845519765725,-57.8947826129536,"06245","Ensenada","INDEC","0624501003","06245010","Ensenada","060245","Ensenada","Isla Santiago","06","Buenos Aires"
"Entidad",-34.8098160029732,-57.9837987384422,"06245","Ensenada","INDEC","0624501004","06245010","Ensenada","060245","Ensenada","Punta Lara","06","Buenos Aires"
"Entidad",-34.8871864189301,-57.9484238171254,"06245","Ensenada","INDEC","0624501005","06245010","Ensenada","060245","Ensenada","Villa Catela","06","Buenos Aires"
"Entidad",-34.3454707314612,-58.7928104368433,"06252","Escobar","INDEC","0625201001","06252010","Escobar","060252","Escobar","Belén de Escobar","06","Buenos Aires"
"Entidad",-34.3115230240373,-58.7643460148419,"06252","Escobar","INDEC","0625201002","06252010","Escobar","060252","Escobar","El Cazador","06","Buenos Aires"
"Entidad",-34.4230339103436,-58.7394613036842,"06252","Escobar","INDEC","0625201003","06252010","Escobar","060252","Escobar","Garín","06","Buenos Aires"
"Entidad",-34.3892350663582,-58.7378666055156,"06252","Escobar","INDEC","0625201004","06252010","Escobar","060252","Escobar","Ingeniero Maschwitz","06","Buenos Aires"
"Entidad",-34.3307009506977,-58.8458079535386,"06252","Escobar","INDEC","0625201005","06252010","Escobar","060252","Escobar","Loma Verde","06","Buenos Aires"
"Entidad",-34.3852450911802,-58.8278056477923,"06252","Escobar","INDEC","0625201006","06252010","Escobar","060252","Escobar","Matheu","06","Buenos Aires"
"Entidad",-34.4006498402276,-58.7762915155144,"06252","Escobar","INDEC","0625201007","06252010","Escobar","060252","Escobar","Maquinista F. Savio Este","06","Buenos Aires"
"Entidad",-34.8570183979281,-58.4979072193515,"06260","Esteban Echeverría","INDEC","0626001001","06260010","Esteban Echeverría","060260","Esteban Echeverría","Canning","06","Buenos Aires"
"Entidad",-34.8308533167404,-58.4948836966085,"06260","Esteban Echeverría","INDEC","0626001002","06260010","Esteban Echeverría","060260","Esteban Echeverría","El Jagüel","06","Buenos Aires"
"Entidad",-34.802641552529,-58.4506754302196,"06260","Esteban Echeverría","INDEC","0626001003","06260010","Esteban Echeverría","060260","Esteban Echeverría","Luis Guillón","06","Buenos Aires"
"Entidad",-34.8163557987773,-58.4682642320418,"06260","Esteban Echeverría","INDEC","0626001004","06260010","Esteban Echeverría","060260","Esteban Echeverría","Monte Grande","06","Buenos Aires"
"Entidad",-34.7627878709863,-58.4875479930927,"06260","Esteban Echeverría","INDEC","0626001005","06260010","Esteban Echeverría","060260","Esteban Echeverría","9 de Abril","06","Buenos Aires"
"Entidad",-34.3897717062025,-59.0807782961489,"06266","Exaltación de la Cruz","INDEC","0626606001","06266060","Diego Gaynor","060266","Exaltación de la Cruz","El Remanso","06","Buenos Aires"
"Entidad",-34.6474573245916,-58.6218615494078,"06568","Morón","INDEC","0656801004","06568010","Morón","060568","Morón","Morón","06","Buenos Aires"
"Entidad",-34.3718922819947,-59.1246837768692,"06266","Exaltación de la Cruz","INDEC","0626606002","06266060","Diego Gaynor","060266","Exaltación de la Cruz","Parada Robles","06","Buenos Aires"
"Entidad",-34.3931798584401,-59.034704046908,"06266","Exaltación de la Cruz","INDEC","0626606003","06266060","Diego Gaynor","060266","Exaltación de la Cruz","Pavón","06","Buenos Aires"
"Entidad",-34.7925035356355,-58.5246396303008,"06270","Ezeiza","INDEC","0627001001","06270010","Ezeiza","060270","Ezeiza","Aeropuerto Internacional Ezeiza","06","Buenos Aires"
"Entidad",-34.8773939810943,-58.5075326703501,"06270","Ezeiza","INDEC","0627001002","06270010","Ezeiza","060270","Ezeiza","Canning","06","Buenos Aires"
"Entidad",-34.9117467019627,-58.5921665202679,"06270","Ezeiza","INDEC","0627001003","06270010","Ezeiza","060270","Ezeiza","Carlos Spegazzini","06","Buenos Aires"
"Entidad",-34.852762171254,-58.5232011263057,"06270","Ezeiza","INDEC","0627001004","06270010","Ezeiza","060270","Ezeiza","José María Ezeiza","06","Buenos Aires"
"Entidad",-34.8755663651384,-58.5419814148017,"06270","Ezeiza","INDEC","0627001005","06270010","Ezeiza","060270","Ezeiza","La Unión","06","Buenos Aires"
"Entidad",-34.8909591657384,-58.5665543633085,"06270","Ezeiza","INDEC","0627001006","06270010","Ezeiza","060270","Ezeiza","Tristán Suárez","06","Buenos Aires"
"Entidad",-34.8166106308631,-58.2313139527388,"06274","Florencio Varela","INDEC","0627401001","06274010","Florencio Varela","060274","Florencio Varela","Bosques","06","Buenos Aires"
"Entidad",-34.8141798503006,-58.2412180629062,"06274","Florencio Varela","INDEC","0627401002","06274010","Florencio Varela","060274","Florencio Varela","Estanislao Severo Zeballos","06","Buenos Aires"
"Entidad",-34.8089857687717,-58.2761500162399,"06274","Florencio Varela","INDEC","0627401003","06274010","Florencio Varela","060274","Florencio Varela","San Juan Bautista","06","Buenos Aires"
"Entidad",-34.8075484180765,-58.3038510563683,"06274","Florencio Varela","INDEC","0627401004","06274010","Florencio Varela","060274","Florencio Varela","Gobernador Julio A. Costa","06","Buenos Aires"
"Entidad",-34.8666834881557,-58.1985573691944,"06274","Florencio Varela","INDEC","0627401005","06274010","Florencio Varela","060274","Florencio Varela","Ingeniero Juan Allan","06","Buenos Aires"
"Entidad",-34.8712963131667,-58.275494514116,"06274","Florencio Varela","INDEC","0627401006","06274010","Florencio Varela","060274","Florencio Varela","Villa Brown","06","Buenos Aires"
"Entidad",-34.8573772072023,-58.2738131215556,"06274","Florencio Varela","INDEC","0627401007","06274010","Florencio Varela","060274","Florencio Varela","Villa San Luis","06","Buenos Aires"
"Entidad",-34.8370639708137,-58.2821795695129,"06274","Florencio Varela","INDEC","0627401008","06274010","Florencio Varela","060274","Florencio Varela","Villa Santa Rosa","06","Buenos Aires"
"Entidad",-34.8269738162855,-58.2714023284921,"06274","Florencio Varela","INDEC","0627401009","06274010","Florencio Varela","060274","Florencio Varela","Villa Vatteone","06","Buenos Aires"
"Entidad",-34.9465243767608,-58.2672747979278,"06274","Florencio Varela","INDEC","0627401010","06274010","Florencio Varela","060274","Florencio Varela","El Tropezón","06","Buenos Aires"
"Entidad",-34.925691977811,-58.2646975204026,"06274","Florencio Varela","INDEC","0627401011","06274010","Florencio Varela","060274","Florencio Varela","La Capilla","06","Buenos Aires"
"Entidad",-37.0202869812865,-57.1033880422358,"06315","General Juan Madariaga","INDEC","0631501001","06315010","General Juan Madariaga","060315","General Juan Madariaga","Barrio Kennedy","06","Buenos Aires"
"Entidad",-37.0019581688764,-57.1358378165266,"06315","General Juan Madariaga","INDEC","0631501002","06315010","General Juan Madariaga","060315","General Juan Madariaga","General Juan Madariaga","06","Buenos Aires"
"Entidad",-37.9401411938582,-57.5499424869415,"06357","General Pueyrredón","INDEC","0635711001","06357110","Mar del Plata","060357","General Pueyrredón","Camet","06","Buenos Aires"
"Entidad",-37.8884221513547,-57.6069464405144,"06357","General Pueyrredón","INDEC","0635711002","06357110","Mar del Plata","060357","General Pueyrredón","Estación Camet","06","Buenos Aires"
"Entidad",-38.0064494189987,-57.5438377776641,"06357","General Pueyrredón","INDEC","0635711003","06357110","Mar del Plata","060357","General Pueyrredón","Mar del Plata","06","Buenos Aires"
"Entidad",-38.0669527856915,-57.5510392309588,"06357","General Pueyrredón","INDEC","0635711004","06357110","Mar del Plata","060357","General Pueyrredón","Punta Mogotes","06","Buenos Aires"
"Entidad",-37.8315957271005,-57.6221111182623,"06357","General Pueyrredón","INDEC","0635711005","06357110","Mar del Plata","060357","General Pueyrredón","Barrio El Casal","06","Buenos Aires"
"Entidad",-37.8925252468278,-57.824524761927,"06357","General Pueyrredón","INDEC","0635712001","06357120","Sierra de los Padres","060357","General Pueyrredón","Barrio Colinas Verdes","06","Buenos Aires"
"Entidad",-37.9105013275376,-57.7488101521018,"06357","General Pueyrredón","INDEC","0635712002","06357120","Sierra de los Padres","060357","General Pueyrredón","Barrio El Coyunco","06","Buenos Aires"
"Entidad",-34.9361065477829,-57.9849314095121,"06441","La Plata","INDEC","0644103006","06441030","La Plata","060441","La Plata","Barrio Gambier","06","Buenos Aires"
"Entidad",-37.9332671924047,-57.7755600822281,"06357","General Pueyrredón","INDEC","0635712003","06357120","Sierra de los Padres","060357","General Pueyrredón","Barrio La Gloria","06","Buenos Aires"
"Entidad",-37.9476275878402,-57.77786713584,"06357","General Pueyrredón","INDEC","0635712004","06357120","Sierra de los Padres","060357","General Pueyrredón","Sierra de los Padres","06","Buenos Aires"
"Entidad",-34.5566851720057,-58.9383850232165,"06364","General Rodríguez","INDEC","0636403001","06364030","General Rodri­guez","060364","General Rodríguez","Barrio Morabo","06","Buenos Aires"
"Entidad",-34.6843060049161,-58.9582932640657,"06364","General Rodríguez","INDEC","0636403002","06364030","General Rodri­guez","060364","General Rodríguez","Barrio Ruta 24 Kilómetro 10","06","Buenos Aires"
"Entidad",-34.5898473179259,-58.9060067802104,"06364","General Rodríguez","INDEC","0636403003","06364030","General Rodri­guez","060364","General Rodríguez","Country Club Bosque Real","06","Buenos Aires"
"Entidad",-34.6082064832342,-58.9510798915332,"06364","General Rodríguez","INDEC","0636403004","06364030","General Rodri­guez","060364","General Rodríguez","General Rodríguez","06","Buenos Aires"
"Entidad",-34.5715031294949,-58.54862547602,"06371","General San Martín","INDEC","0637101027","06371010","General San Martín","060371","General San Martín","Villa Yapeyú","06","Buenos Aires"
"Entidad",-34.5656365391558,-58.5861315584461,"06371","General San Martín","INDEC","0637101001","06371010","General San Martín","060371","General San Martín","Barrio Parque General San Martín","06","Buenos Aires"
"Entidad",-34.5752076863993,-58.5747385273168,"06371","General San Martín","INDEC","0637101002","06371010","General San Martín","060371","General San Martín","Billinghurst","06","Buenos Aires"
"Entidad",-34.5792515400387,-58.5391722889903,"06371","General San Martín","INDEC","0637101003","06371010","General San Martín","060371","General San Martín","Ciudad del Libertador General San Martín","06","Buenos Aires"
"Entidad",-34.5419681326262,-58.5948396946441,"06371","General San Martín","INDEC","0637101004","06371010","General San Martín","060371","General San Martín","Ciudad Jardín El Libertador","06","Buenos Aires"
"Entidad",-34.5895518422474,-58.5533940644005,"06371","General San Martín","INDEC","0637101005","06371010","General San Martín","060371","General San Martín","Villa Ayacucho","06","Buenos Aires"
"Entidad",-34.5480834920372,-58.5570844833764,"06371","General San Martín","INDEC","0637101006","06371010","General San Martín","060371","General San Martín","Villa Ballester","06","Buenos Aires"
"Entidad",-34.589532906584,-58.5408713062038,"06371","General San Martín","INDEC","0637101007","06371010","General San Martín","060371","General San Martín","Villa Bernardo Monteagudo","06","Buenos Aires"
"Entidad",-34.5820147085382,-58.5271718625982,"06371","General San Martín","INDEC","0637101008","06371010","General San Martín","060371","General San Martín","Villa Chacabuco","06","Buenos Aires"
"Entidad",-34.5588681651042,-58.5766495984483,"06371","General San Martín","INDEC","0637101009","06371010","General San Martín","060371","General San Martín","Villa Coronel José M. Zapiola","06","Buenos Aires"
"Entidad",-34.545938618761,-58.5687084653978,"06371","General San Martín","INDEC","0637101010","06371010","General San Martín","060371","General San Martín","Villa General Antonio J. de Sucre","06","Buenos Aires"
"Entidad",-34.512498375132,-58.5798325518484,"06371","General San Martín","INDEC","0637101011","06371010","General San Martín","060371","General San Martín","Villa General Eugenio Necochea","06","Buenos Aires"
"Entidad",-34.5526569079266,-58.5671531806294,"06371","General San Martín","INDEC","0637101012","06371010","General San Martín","060371","General San Martín","Villa General José Tomás Guido","06","Buenos Aires"
"Entidad",-34.5605404416031,-58.5585407880374,"06371","General San Martín","INDEC","0637101013","06371010","General San Martín","060371","General San Martín","Villa General Juan G. Las Heras","06","Buenos Aires"
"Entidad",-34.5427485614002,-58.5765230308112,"06371","General San Martín","INDEC","0637101014","06371010","General San Martín","060371","General San Martín","Villa Godoy Cruz","06","Buenos Aires"
"Entidad",-34.5510717509051,-58.5288645042689,"06371","General San Martín","INDEC","0637101015","06371010","General San Martín","060371","General San Martín","Villa Granaderos de San Martín","06","Buenos Aires"
"Entidad",-34.5380682355113,-58.5490906736237,"06371","General San Martín","INDEC","0637101016","06371010","General San Martín","060371","General San Martín","Villa Gregoria Matorras","06","Buenos Aires"
"Entidad",-34.5309953187917,-58.5763110837131,"06371","General San Martín","INDEC","0637101017","06371010","General San Martín","060371","General San Martín","Villa José León Suárez","06","Buenos Aires"
"Entidad",-34.5720673319943,-58.5623374835945,"06371","General San Martín","INDEC","0637101018","06371010","General San Martín","060371","General San Martín","Villa Juan Martín de Pueyrredón","06","Buenos Aires"
"Entidad",-34.5842784114665,-58.5626117832714,"06371","General San Martín","INDEC","0637101019","06371010","General San Martín","060371","General San Martín","Villa Libertad","06","Buenos Aires"
"Entidad",-34.5921434513227,-58.5240586094847,"06371","General San Martín","INDEC","0637101020","06371010","General San Martín","060371","General San Martín","Villa Lynch","06","Buenos Aires"
"Entidad",-34.568894989108,-58.5244410540779,"06371","General San Martín","INDEC","0637101021","06371010","General San Martín","060371","General San Martín","Villa Maipú","06","Buenos Aires"
"Entidad",-34.5649112926281,-58.5926190011622,"06371","General San Martín","INDEC","0637101022","06371010","General San Martín","060371","General San Martín","Va.María Irene de los Remedios Escalada","06","Buenos Aires"
"Entidad",-34.5563623053306,-58.5388248449526,"06371","General San Martín","INDEC","0637101023","06371010","General San Martín","060371","General San Martín","Va.Marqués Alejandro María de Aguado","06","Buenos Aires"
"Entidad",-34.5945206825307,-58.5325295991156,"06371","General San Martín","INDEC","0637101024","06371010","General San Martín","060371","General San Martín","Villa Parque Presidente Figueroa Alcorta","06","Buenos Aires"
"Entidad",-34.5635914058489,-58.5331782429352,"06371","General San Martín","INDEC","0637101025","06371010","General San Martín","060371","General San Martín","Villa Parque San Lorenzo","06","Buenos Aires"
"Entidad",-34.5650741337217,-58.5418709454264,"06371","General San Martín","INDEC","0637101026","06371010","General San Martín","060371","General San Martín","Villa San Andrés","06","Buenos Aires"
"Entidad",-34.5898383931687,-58.6374166101562,"06408","Hurlingham","INDEC","0640801001","06408010","Hurlingham","060408","Hurlingham","Hurlingham","06","Buenos Aires"
"Entidad",-34.6199585078419,-58.6401617933723,"06408","Hurlingham","INDEC","0640801002","06408010","Hurlingham","060408","Hurlingham","Villa Santos Tesei","06","Buenos Aires"
"Entidad",-34.5796982785245,-58.6570781965219,"06408","Hurlingham","INDEC","0640801003","06408010","Hurlingham","060408","Hurlingham","William C. Morris","06","Buenos Aires"
"Entidad",-34.6506041192994,-58.6717219575446,"06410","Ituzaingó","INDEC","0641001001","06410010","Ituzaingo","060410","Ituzaingó","Ituzaingó Centro","06","Buenos Aires"
"Entidad",-34.6637659933335,-58.6654781913185,"06410","Ituzaingó","INDEC","0641001002","06410010","Ituzaingo","060410","Ituzaingó","Ituzaingó Sur","06","Buenos Aires"
"Entidad",-34.6183464048832,-58.6967237126462,"06410","Ituzaingó","INDEC","0641001003","06410010","Ituzaingo","060410","Ituzaingó","Villa Gobernador Udadondo","06","Buenos Aires"
"Entidad",-34.4760818203661,-58.799352148364,"06412","José C. Paz","INDEC","0641201001","06412010","Jose C. Paz","060412","José C. Paz","Del Viso","06","Buenos Aires"
"Entidad",-34.5217463442325,-58.7553740815986,"06412","José C. Paz","INDEC","0641201002","06412010","Jose C. Paz","060412","José C. Paz","José C. Paz","06","Buenos Aires"
"Entidad",-34.4882149333314,-58.7782682636295,"06412","José C. Paz","INDEC","0641201003","06412010","Jose C. Paz","060412","José C. Paz","Tortuguitas","06","Buenos Aires"
"Entidad",-36.6368892772513,-56.6900593491458,"06420","La Costa","INDEC","0642002001","06420020","Mar de Ajó - San Bernardo","060420","La Costa","Aguas Verdes","06","Buenos Aires"
"Entidad",-36.6601549623962,-56.6824598231567,"06420","La Costa","INDEC","0642002002","06420020","Mar de Ajó - San Bernardo","060420","La Costa","Lucila del Mar","06","Buenos Aires"
"Entidad",-36.7295552936745,-56.6772956263397,"06420","La Costa","INDEC","0642002003","06420020","Mar de Ajó - San Bernardo","060420","La Costa","Mar de Ajó","06","Buenos Aires"
"Entidad",-36.717111900525,-56.6770670772511,"06420","La Costa","INDEC","0642002004","06420020","Mar de Ajó - San Bernardo","060420","La Costa","Mar de Ajó Norte","06","Buenos Aires"
"Entidad",-36.6867920285586,-56.6790608712811,"06420","La Costa","INDEC","0642002005","06420020","Mar de Ajó - San Bernardo","060420","La Costa","San Bernardo","06","Buenos Aires"
"Entidad",-36.5738769791921,-56.6908899030479,"06420","La Costa","INDEC","0642004001","06420040","Santa Teresita - Mar del Tuyú","060420","La Costa","Mar del Tuyú","06","Buenos Aires"
"Entidad",-36.5405925007164,-56.6929407422398,"06420","La Costa","INDEC","0642004002","06420040","Santa Teresita - Mar del Tuyú","060420","La Costa","Santa Teresita","06","Buenos Aires"
"Entidad",-34.7069837345392,-58.5191686234805,"06427","La Matanza","INDEC","0642701001","06427010","La Matanza","060427","La Matanza","Aldo Bonzi","06","Buenos Aires"
"Entidad",-34.7157731493272,-58.5349456166451,"06427","La Matanza","INDEC","0642701002","06427010","La Matanza","060427","La Matanza","Ciudad Evita","06","Buenos Aires"
"Entidad",-34.773025312187,-58.6440393936429,"06427","La Matanza","INDEC","0642701003","06427010","La Matanza","060427","La Matanza","González Catán","06","Buenos Aires"
"Entidad",-34.7469935775157,-58.5892567981998,"06427","La Matanza","INDEC","0642701004","06427010","La Matanza","060427","La Matanza","Gregorio de Laferrere","06","Buenos Aires"
"Entidad",-34.7109702658698,-58.5858084188647,"06427","La Matanza","INDEC","0642701005","06427010","La Matanza","060427","La Matanza","Isidro Casanova","06","Buenos Aires"
"Entidad",-34.686462325254,-58.5256461385691,"06427","La Matanza","INDEC","0642701006","06427010","La Matanza","060427","La Matanza","La Tablada","06","Buenos Aires"
